Brand,Dress_Description,Retail_price,Rent_price,Number_of_reviews,cotton,nylon,cellulose,silk,spandex,tencel,rayon,linen,cashmere,wool,leather,polyester,metallic_fibers,Length,Sleeves,Neckline
allsaints,krystie dress,165,30,18,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,cap_sleeves,v_neckline
eloquii,red floral easy shift,110,30,34,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
shoshanna,dawn dress,495,75,255,60,0,0,0,0,0,0,0,0,0,0,30,6,midi,strapless,straight_neckline
rachel zoe,rouge suzette dress,395,55,471,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,crew_neckline
lauren ralph lauren,lazia dress,135,30,19,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
alexia admor,floral v-neck wrap dress,199,35,43,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,v_neckline
john + jenn,black viktor dress,175,30,7,0,15,0,0,10,0,75,0,0,0,0,0,0,midi,cap_sleeves,crew_neckline
stylestalker,kelly mini dress,184,30,22,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,shirt_collar_neckline
teija,embroidered fluted sleeve dress,474,80,3,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,three_quarter_sleeves,crew_neckline
slate & willow,plaid ruffle hem dress,138,30,38,0,0,0,0,2,0,34,0,0,0,0,64,0,mini,sleeveless,crew_neckline
slate & willow,floral navy ruffle dress,108,30,73,0,0,0,0,3,0,0,0,0,0,0,97,0,mini,short_sleeves,crew_neckline
nicholas,black ponte cross front gown,525,57,93,0,31,0,0,4,0,65,0,0,0,0,0,0,unknown,sleeveless,halter
rosetta getty,cross panel dress,890,135,38,0,0,0,0,4,0,96,0,0,0,0,0,0,midi,short_sleeves,v_neckline
finders keepers,black floral astral dress,190,30,54,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
rachel zoe,red kara lace dress,345,55,133,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,cap_sleeves,high_neckline
mm6 maison margiela,navetta dress,785,135,8,0,0,0,0,10,0,0,0,0,0,0,90,0,midi,short_sleeves,boat_neckline
naeem khan,sheer sequin mini dress,1295,164,16,0,85,0,0,5,0,0,0,0,0,0,10,0,midi,long_sleeves,crew_neckline
nicholas,black mosaic lace ball dress,595,100,181,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
temperley london,coral berry lace cocktail dress,995,150,20,0,100,0,0,0,0,0,0,0,0,0,0,0,midi,short_sleeves,halter
rachel zoe,sangria califa dress,395,70,106,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,three_quarter_sleeves,high_neckline
shoshanna,navy nikko dress,395,70,27,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,crew_neckline
jay godfrey,orange beth dress,437,65,22,0,0,0,0,2,0,0,0,0,0,0,98,0,midi,short_sleeves,v_neckline
nicole miller,black and gold dress,495,60,71,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,v_neckline
derek lam 10 crosby,grommet detail v-neck dress,525,90,74,0,0,0,52,0,0,48,0,0,0,0,0,0,midi,short_sleeves,v_neckline
free people,party girl mini dress,250,30,96,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,three_quarter_sleeves,v_neckline
amanda uprichard,rose ruffle back sheath,258,36,63,0,0,0,0,4,0,0,0,0,0,0,96,0,mini,short_sleeves,crew_neckline
rickowenslilies,ruched one shoulder dress,410,70,6,15,15,0,0,0,0,70,0,0,0,0,0,0,midi,sleeveless,one_shoulder
slate & willow,navy faux wrap sheath,118,30,30,0,28,0,0,5,0,67,0,0,0,0,0,0,midi,short_sleeves,v_neckline
aq/aq,cobalt joan dress,170,30,84,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,boat_neckline
jonathan simkhai,silk leopard front twist dress,695,105,16,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
cynthia rowley,voltaire dress,498,75,557,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,scoop_neckline
elizabeth and james,black aldridge dress,365,40,82,0,0,0,0,6,0,26,0,0,0,0,68,0,midi,sleeveless,v_neckline
sanctuary,upbeat wrap dress,129,30,53,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,long_sleeves,v_neckline
l.k. bennett,black angela dress,425,75,84,0,0,0,0,3,0,33,0,0,0,0,64,0,midi,long_sleeves,boat_neckline
slate & willow,handkerchief hem dress,134,30,46,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
shoshanna,kensington dress,398,48,89,30,35,0,0,0,0,0,0,0,0,0,0,0,midi,long_sleeves,high_neckline
ml monique lhuillier,merlot sheath,498,45,232,60,17,0,0,0,0,23,0,0,0,0,0,0,maxi,long_sleeves,high_neckline
carven,navy lurex dress,750,115,32,60,40,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,square_neckline
draper james,sailor button dress,125,30,25,0,0,0,0,5,0,55,0,0,0,0,40,0,midi,short_sleeves,crew_neckline
nicholas,button front garden dress,458,80,10,0,0,0,0,0,0,0,100,0,0,0,0,0,maxi,sleeveless,scoop_neckline
ali & jay,blush left bank dress,128,30,142,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
derek lam 10 crosby,striped sheath dress,375,65,62,0,0,0,0,2,0,34,0,0,0,0,64,0,midi,sleeveless,off_shoulder_neckline
jenny yoo,slate blue inesse gown,285,30,96,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,v_neckline
mother of pearl,strawberry nora dress,595,100,39,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,long_sleeves,v_neckline
slate & willow,amy dress,225,40,294,0,0,0,0,9,0,0,0,0,0,0,91,0,midi,sleeveless,crew_neckline
eloquii,puff sleeve tie back dress,99,30,8,0,0,0,0,4,0,70,0,0,0,0,26,0,midi,three_quarter_sleeves,high_neckline
sachin & babi,geisha dress,795,80,221,0,0,0,0,0,0,45,0,0,0,0,55,0,maxi,short_sleeves,crew_neckline
the jetset diaries,gwen mini dress,169,30,38,0,90,0,0,10,0,0,0,0,0,0,0,0,mini,long_sleeves,v_neckline
a.l.c.,kellam dress,495,75,7,0,0,0,0,0,0,70,0,0,0,0,30,0,mini,short_sleeves,crew_neckline
parker,ivory printed silvia dress,375,65,30,0,0,0,100,0,0,0,0,0,0,0,0,0,mini,long_sleeves,v_neckline
elliatt,jet dress,185,30,33,0,0,0,0,10,0,0,0,0,0,0,90,0,midi,short_sleeves,boat_neckline
nightcap,red gardenista gown,595,95,165,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,cap_sleeves,v_neckline
mother of pearl,black marietta dress,995,150,18,0,45,0,0,0,0,0,0,0,55,0,0,0,midi,sleeveless,crew_neckline
nicholas,sleek ponti split gown,565,53,169,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,crew_neckline
trina turk,relaxation dress,298,45,29,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
jay godfrey,blush greta dress,394,60,8,0,0,0,0,2,0,0,0,0,0,0,98,0,midi,sleeveless,crew_neckline
jason wu x eloquii,floral ruffle wrap dress,111,30,9,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,three_quarter_sleeves,v_neckline
sail to sable,burgundy ruffle shift,258,45,41,0,0,0,0,3,0,0,0,0,0,0,97,0,mini,long_sleeves,boat_neckline
diane von furstenberg,mercury sequin dress,498,56,16,0,0,0,0,8,0,0,0,0,0,0,92,0,midi,sleeveless,scoop_neckline
elie tahari,simona sheath,398,65,168,76,0,0,0,0,0,0,0,0,0,0,3,0,midi,sleeveless,crew_neckline
cynthia rowley,enchanted forest dress,475,75,103,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,v_neckline
slate & willow,red plaid sheath,98,30,41,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,crew_neckline
trina turk,red panache dress,298,45,165,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,crew_neckline
proenza schouler white label,graphic button down dress,595,100,34,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,long_sleeves,turtleneck
vilshenko,black salma midi dress,1250,185,30,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,square_neckline
st by olcay gulsen,blush geometric lace dress,160,35,233,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
sanctuary,polka dot ellie dress,129,30,40,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,v_neckline
slate & willow,ruffle neck sheath dress,118,30,95,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,high_neckline
unitedwood,plaid luella dress,295,50,39,0,0,0,0,0,0,0,0,0,0,0,11,0,mini,cap_sleeves,boat_neckline
aq/aq,cherry iris dress,220,35,67,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,cap_sleeves,assymetric_neckline
ali & jay,dolce vita dress,158,30,71,0,0,0,0,0,0,0,0,0,20,0,30,0,mini,short_sleeves,crew_neckline
jenny yoo,navy aidan gown,285,30,30,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,strapless,straight_neckline
cynthia rowley,emerald pattern lace sheath,398,65,125,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,crew_neckline
scotch & soda,pointelle knit dress,198,35,20,0,35,0,0,0,0,65,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
of mercer,rodney dress,185,35,52,0,0,0,0,0,0,0,0,0,0,0,9,0,midi,three_quarter_sleeves,crew_neckline
bailey 44,grey denim picnic dress,228,40,66,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,long_sleeves,shirt_collar_neckline
hutch,olive cami dress,255,45,36,0,0,0,0,5,0,0,0,0,0,0,95,0,mini,long_sleeves,crew_neckline
jason wu,striped knit midi dress,395,70,40,0,0,0,0,0,0,0,0,0,100,0,0,0,maxi,sleeveless,crew_neckline
jay godfrey,double or nothing sheath,322,55,160,0,0,0,0,2,0,0,0,0,0,0,98,0,midi,sleeveless,crew_neckline
tabula rasa,millais stripe dress,825,140,14,0,0,0,0,3,0,0,0,0,0,0,97,0,midi,sleeveless,crew_neckline
genny,lurex embroidered dress,720,110,93,0,0,0,0,3,0,34,0,0,0,0,0,0,midi,sleeveless,crew_neckline
likely,lucia dress,198,30,59,0,0,0,0,4,0,0,0,0,0,0,96,0,mini,three_quarter_sleeves,crew_neckline
scotch & soda,yellow ruffle lace dress,225,40,29,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,v_neckline
city chic,fresh floral maxi dress,169,30,24,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
slate & willow,burgundy faux wrap dress,108,30,95,0,0,0,0,8,0,0,0,0,0,0,92,0,midi,short_sleeves,v_neckline
junarose,floral ruffle hem dress,80,30,21,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
slate & willow,black cut twirl gown,425,45,266,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,short_sleeves,boat_neckline
laundry by shelli segal,charleston gown,365,75,375,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,halter
dress the population,geometric lola sheath,230,30,190,0,0,0,0,10,0,0,0,0,0,0,90,0,mini,long_sleeves,boat_neckline
kinly,striped ruffle hem dress,218,35,40,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
marques' almeida,floral gathered waist dress,725,110,14,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,square_neckline
jay godfrey,black rockefeller gown,485,49,249,0,0,0,0,2,0,0,0,0,0,0,98,0,unknown,sleeveless,v_neckline
catherine deane,teal jena dress,795,120,60,0,0,0,0,8,0,0,0,0,0,0,92,0,midi,three_quarter_sleeves,high_neckline
theia,burgundy midnight sheath,650,80,62,0,0,0,0,0,0,0,0,0,0,0,8,0,midi,sleeveless,crew_neckline
nha khanh,milace dress,995,100,179,0,70,0,0,0,0,30,0,0,0,0,0,0,mini,sleeveless,scoop_neckline
rebecca minkoff,belinda dress,198,30,54,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,high_neckline
free people,loveless printed midi dress,148,30,49,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,high_neckline
dress the population,burgundy emery dress,275,32,479,0,0,0,0,10,0,0,0,0,0,0,90,0,midi,long_sleeves,boat_neckline
parker,black rory dress,325,60,264,0,0,0,0,11,0,0,0,0,0,0,89,0,mini,cap_sleeves,sweetheart_neckline
adeam,asymmetric ruffle dress,1295,220,15,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
bcbgmaxazria,rose mist sheath,468,30,415,0,0,0,0,10,0,0,0,0,0,0,90,0,mini,three_quarter_sleeves,v_neckline
goen. j,carrie lace dress,636,110,33,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
see by chloe,cut out midi dress,415,70,8,0,0,0,0,4,0,0,0,0,0,0,96,0,maxi,short_sleeves,crew_neckline
slate & willow,wrap ruffle dress,119,30,8,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
bcbgmaxazria,white light sheath,468,40,341,0,0,0,0,10,0,0,0,0,0,0,90,0,midi,long_sleeves,boat_neckline
dress the population,chrissie dress,270,32,178,0,0,0,0,10,0,0,0,0,0,0,90,0,midi,long_sleeves,one_shoulder
slate & willow,purple rose trumpet gown,360,56,163,0,0,0,0,6,0,0,0,0,0,0,94,0,maxi,three_quarter_sleeves,crew_neckline
watters,navy fleurette gown,250,30,92,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,halter
nicole miller,black and blue sheath,395,36,107,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,crew_neckline
katie may,the man whisperer mini,325,50,1,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,sweetheart_neckline
elizabeth and james,emorie dress,356,50,231,0,0,0,0,8,0,38,0,0,0,0,54,0,mini,sleeveless,crew_neckline
pamella by pamella roland,queen beaded party dress,540,53,80,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,crew_neckline
slate & willow,leopard ruffle hem dress,118,30,49,0,0,0,0,5,0,0,0,0,0,0,95,0,mini,long_sleeves,high_neckline
hervé léger,shea ombre dress,1690,210,66,0,13,0,0,1,0,86,0,0,0,0,0,0,mini,strapless,straight_neckline
eloquii,ruffle hem wrap dress,90,30,8,0,0,0,0,5,0,95,0,0,0,0,0,0,midi,short_sleeves,v_neckline
cinq à sept,black zahara dress,425,70,57,0,0,69,0,0,0,0,0,0,0,0,31,0,midi,sleeveless,v_neckline
nicole miller,sequin tyrian purple gown,605,70,793,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,square_neckline
badgley mischka,corundum sapphire gown,790,55,2036,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,crew_neckline
shoshanna,taber dress,418,40,153,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
lauren ralph lauren,long sleeved lace dress,165,30,32,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,long_sleeves,crew_neckline
amsale,navy rory gown,270,30,65,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,boat_neckline
slate & willow,navy shoulder ruffle dress,118,30,11,0,28,0,0,5,0,67,0,0,0,0,0,0,midi,long_sleeves,high_neckline
carven,metallic pleated dress,650,100,76,0,23,0,0,0,0,57,0,0,0,0,13,0,maxi,sleeveless,high_neckline
aijek,embroidered lace maxi,350,40,18,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,cap_sleeves,v_neckline
alexis,white lace luxe dress,920,140,108,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,crew_neckline
monique lhuillier bridesmaid,pink gwen gown,290,40,16,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,short_sleeves,v_neckline
free people,covent garden dress,168,30,23,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
jill jill stuart,currant red ruffle bell dress,338,65,210,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,crew_neckline
rachel rachel roy,blue floral ruffle dress,149,30,14,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,cap_sleeves,v_neckline
junarose,fitted faux leather dress,70,30,4,26,0,0,0,4,0,0,0,0,0,0,45,0,midi,three_quarter_sleeves,scoop_neckline
slate & willow,one shoulder ruffle dress,330,30,38,0,0,0,0,5,0,20,0,0,0,0,75,0,mini,sleeveless,one_shoulder
nicole miller,puff sleeve button dress,395,60,2,0,0,0,0,10,0,0,0,0,0,0,90,0,mini,long_sleeves,high_neckline
monique lhuillier bridesmaid,pink daniela gown,270,55,21,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,halter
susana monaco,midnight tie neck sheath,235,40,34,0,86,0,0,14,0,0,0,0,0,0,0,0,midi,long_sleeves,scoop_neckline
ml monique lhuillier,overtones sheath,500,75,187,0,54,0,0,0,0,0,0,0,0,0,46,0,midi,long_sleeves,crew_neckline
carven,bois de rose dress,590,90,77,0,12,0,0,4,0,84,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
sachin & babi,split tie waist dress,595,100,50,0,0,0,0,0,0,0,0,0,0,0,8,0,midi,sleeveless,crew_neckline
b collection by bobeau,siena shirred front dress,88,30,23,0,0,0,0,4,0,75,0,0,0,0,21,0,midi,long_sleeves,high_neckline
likely,long manhattan dress,188,30,75,0,0,0,0,6,0,27,0,0,0,0,67,0,midi,short_sleeves,crew_neckline
rachel rachel roy,rainbow stripe midi dress,149,30,9,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,one_shoulder
splendid,purple stretch sheath,128,30,17,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,cap_sleeves,scoop_neckline
amur,printed minnie dress,450,70,50,0,0,0,100,0,0,0,0,0,0,0,0,0,mini,long_sleeves,high_neckline
jay godfrey,blush flutter cut gown,547,100,111,0,0,0,0,2,0,0,0,0,0,0,98,0,unknown,sleeveless,v_neckline
adeam,red wrap dress,1250,215,10,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,long_sleeves,shirt_collar_neckline
slate & willow,lace pleated dress,250,32,178,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,halter
adrianna papell,cutting cobalt sheath,170,50,67,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,crew_neckline
hutch,black and gold high low dress,415,48,341,0,30,0,0,5,0,65,0,0,0,0,0,0,maxi,sleeveless,crew_neckline
nanette lepore,sequin sestina dress,448,56,59,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,v_neckline
jason wu,cotton tank dress,395,65,16,97,0,0,0,3,0,0,0,0,0,0,0,0,midi,sleeveless,scoop_neckline
elizabeth and james,red aldridge cutout dress,365,85,181,0,0,0,0,7,0,39,0,0,0,0,54,0,mini,sleeveless,v_neckline
derek lam collective,geo print peasant dress,290,45,58,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
koché,lace t-shirt dress,655,110,23,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
jason wu collection,leather ruffle hem dress,3595,95,17,0,0,0,0,0,0,0,0,0,0,100,0,0,midi,sleeveless,crew_neckline
badgley mischka,dara gown,660,115,213,0,100,0,0,0,0,0,0,0,0,0,0,0,unknown,long_sleeves,crew_neckline
michael stars,plaid flounce dress,198,35,34,0,0,0,0,5,0,20,0,0,0,0,77,0,mini,long_sleeves,crew_neckline
allsaints,aldine cheri blossom dress,260,45,3,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
badgley mischka,white award winner gown,615,80,222,0,100,0,0,0,0,0,0,0,0,0,0,0,unknown,cap_sleeves,boat_neckline
shoshanna,english breakfast dress,330,40,249,0,0,0,0,0,0,0,0,0,0,0,4,0,midi,long_sleeves,crew_neckline
keepsake,timeless lace midi dress,215,30,51,40,30,0,0,0,0,30,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
kate spade new york,cloud dot midi dress,348,60,122,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,shirt_collar_neckline
slate & willow,striped asymmetric hem dress,225,40,52,45,0,0,0,0,0,0,0,0,0,0,55,0,midi,long_sleeves,crew_neckline
the kooples,snake print button dress,378,65,61,0,99,0,0,0,0,0,0,0,0,0,1,0,mini,short_sleeves,crew_neckline
bailey 44,decoy sweater dress,248,32,73,0,35,0,0,0,0,65,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
gabriela cadena,cobalt poise dress,1150,170,16,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,sleeveless,v_neckline
hervé léger,turquoise mayra dress,1290,160,68,0,13,0,0,1,0,86,0,0,0,0,0,0,mini,sleeveless,v_neckline
slate & willow,classic plaid sheath,98,30,21,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,crew_neckline
slate & willow,shimmer ribbon dress,375,60,81,0,35,0,0,0,0,65,0,0,0,0,0,0,mini,short_sleeves,v_neckline
badgley mischka,green golden flower dress,430,56,176,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,cap_sleeves,boat_neckline
trina turk,green panache dress,298,50,222,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,crew_neckline
badgley mischka,black sequin cutout gown,595,90,59,0,100,0,0,0,0,0,0,0,0,0,0,0,unknown,sleeveless,sweetheart_neckline
parker,blue harper dress,318,50,192,0,0,0,0,11,0,0,0,0,0,0,89,0,mini,short_sleeves,off_shoulder_neckline
reformation,leopard grace dress,198,30,84,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,short_sleeves,crew_neckline
peter pilotto,red minnie dress,1495,255,48,0,92,0,0,8,0,0,0,0,0,0,0,0,midi,cap_sleeves,sweetheart_neckline
slate & willow,cap sleeve color block dress,118,30,17,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,cap_sleeves,square_neckline
shoshanna,mayra gown,475,100,131,9,51,0,0,0,0,40,0,0,0,0,0,0,unknown,sleeveless,crew_neckline
nicole miller,houndstooth pleat dress,495,85,128,75,25,0,0,0,0,0,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
adrianna papell,black insert lace gown,200,33,159,0,0,0,0,8,0,0,0,0,0,0,92,0,unknown,sleeveless,crew_neckline
yoana baraschi,pepin sheath,395,65,576,0,100,0,0,0,0,0,0,0,0,0,0,0,midi,cap_sleeves,crew_neckline
elizabeth and james,ventus gown,695,85,282,0,0,0,0,7,0,39,0,0,0,0,54,0,unknown,sleeveless,halter
likely,red packard dress,198,30,144,0,0,0,0,6,0,27,0,0,0,0,67,0,midi,cap_sleeves,one_shoulder
dress the population,gold casey sheath,285,40,156,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,three_quarter_sleeves,v_neckline
jay godfrey,black lace triangle gown,552,68,241,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,high_neckline
tanya taylor,black nicolette dress,695,120,150,0,0,0,0,3,0,97,0,0,0,0,0,0,mini,long_sleeves,v_neckline
tory burch,stencil hourglass dress,395,75,101,78,0,0,0,0,0,12,0,0,0,0,10,0,mini,sleeveless,crew_neckline
chelsea28,striped midi wrap dress,139,30,2,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
rachel rachel roy,zane dress,139,30,7,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,sleeveless,crew_neckline
adelyn rae,black illusion dress,125,30,60,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,high_neckline
cynthia rowley,geo lace sheath,450,75,203,60,40,0,0,0,0,0,0,0,0,0,0,0,mini,three_quarter_sleeves,crew_neckline
leota,sweetheart wrap dress,148,30,25,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,three_quarter_sleeves,v_neckline
aq/aq,black jen dress,210,35,36,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
kate spade new york,black stripe sweater dress,398,60,71,0,0,0,0,0,0,73,0,0,0,0,27,0,midi,sleeveless,v_neckline
susana monaco,thunder darla dress,198,35,94,0,86,0,0,14,0,0,0,0,0,0,0,0,midi,long_sleeves,high_neckline
fame & partners,the edel shirtdress,249,45,58,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,shirt_collar_neckline
slate & willow,red peplum sheath,118,30,64,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,cap_sleeves,crew_neckline
diane von furstenberg,blue sparkle wrap dress,498,85,101,0,0,79,0,0,0,0,0,0,0,0,21,0,midi,long_sleeves,v_neckline
hervé léger,orange dasha dress,1490,195,68,0,13,0,0,1,0,86,0,0,0,0,0,0,mini,sleeveless,scoop_neckline
nissa,bat long sleeve dress,298,50,14,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,v_neckline
diane von furstenberg,green lace cutout dress,498,60,108,0,30,0,0,0,0,70,0,0,0,0,0,0,midi,long_sleeves,v_neckline
rachel zoe,fergie dress,385,65,34,0,0,0,30,0,0,0,0,0,0,0,70,0,mini,long_sleeves,high_neckline
susana monaco,red sophy dress,178,30,75,0,86,0,0,14,0,0,0,0,0,0,0,0,mini,short_sleeves,off_shoulder_neckline
sweet baby jamie,black collared velvet dress,275,45,29,0,18,0,0,0,0,82,0,0,0,0,0,0,maxi,long_sleeves,crew_neckline
elizabeth and james,plum christine dress,395,75,92,0,0,0,0,8,0,38,0,0,0,0,54,0,mini,sleeveless,v_neckline
susana monaco,red darla dress,198,35,64,0,86,0,0,14,0,0,0,0,0,0,0,0,midi,long_sleeves,turtleneck
finders keepers,frankie knit dress,195,35,60,0,20,0,0,0,0,0,0,0,0,0,20,0,mini,long_sleeves,crew_neckline
jill jill stuart,red flutter ruffle dress,378,55,67,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,cap_sleeves,v_neckline
yoana baraschi,capped in purple dress,278,30,184,0,0,0,0,8,0,0,0,0,0,0,92,0,midi,cap_sleeves,crew_neckline
black halo,off the shoulder madigan sheath,345,55,16,0,62,0,0,6,0,32,0,0,0,0,0,0,midi,three_quarter_sleeves,off_shoulder_neckline
ronny kobo,black nova dress,428,65,14,0,0,0,0,0,0,83,0,0,0,0,0,0,midi,sleeveless,crew_neckline
badgley mischka,clear night gown,695,125,145,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,strapless,straight_neckline
lauren ralph lauren,shamis combo dress,165,30,22,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,long_sleeves,v_neckline
shoshanna,evette dress,395,65,28,0,35,0,0,0,0,65,0,0,0,0,0,0,midi,long_sleeves,high_neckline
hutch,camila sweater dress,161,40,59,55,0,0,0,0,0,0,0,0,0,0,45,0,maxi,three_quarter_sleeves,high_neckline
milly,black italian cady tilly dress,425,75,22,0,0,0,0,9,0,0,0,0,0,0,91,0,midi,sleeveless,crew_neckline
